Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
c1,-0.14777266744944,0.0984094880373383,0.100727411309136,0,0,0,0.0231834131738033,3.49484842951721E-06,-5.13684784617869E-07,1.64438290733427E-07,3.13440598336901E-06,1.56651144874277E-07,4.21531812894003E-06,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/c1.STL,0.643137254901961,0.588235294117647,0.894117647058823,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/c1.STL,,CAM_LINK1^l_BOT_URDF_renamed v3222(2)-1,Origin_cj1,Axis17,cj1,fixed,0.175686614583631,0.0770662299711996,-0.087579802191023,0.523190064804055,-0.428444650080189,0.624201850614057,cb,0,0,0,,,,,,,,,,,,
c2,0.0093021290734779,0.0115474230605705,-0.00240382737408074,0,0,0,0.0209078266378364,1.88622426781723E-06,-9.79229834554013E-08,2.84219026863025E-07,2.17194884545591E-06,7.1783149927013E-09,3.09410298878536E-06,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/c2.STL,0.643137254901961,0.588235294117647,0.894117647058823,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/c2.STL,,CAM_LINK2^l_BOT_URDF_renamed v3222(2)-1,Origin_cj2,Axis18,cj2,fixed,-0.167363160511858,0.0583336299488962,0.0893478476797808,0,-0.907446244012709,0.830230884884921,c1,0,0,0,,,,,,,,,,,,
cam,0.00136224008542266,-0.000831992902791484,1.20958798532911E-13,0,0,0,0.00245642216352478,1.81975806241101E-07,3.81792509431919E-09,7.74766483137401E-18,9.77136679025045E-08,3.40653785011621E-19,9.60989355377656E-08,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/cam.STL,0.894117647058823,0.596078431372549,0.596078431372549,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/cam.STL,,CAM^l_BOT_URDF_renamed v3222(2)-1,Origin_c2_cam,Axis_c2_cam,c2_cam,fixed,0.00604998672768102,0.0118300224925322,0.00489999963935336,1.57401317329033,-1.5707963267949,0,c2,0,0,0,,,,,,,,,,,,
imu,-0.213501631437147,0.113837295080372,0.0161781119117346,0,0,0,0.002937161766458,1.52539886110946E-07,2.2856887179168E-12,-8.05576700837752E-11,1.23745165873367E-07,3.85175465800715E-12,2.74693453874094E-07,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/imu.STL,0.894117647058823,0.596078431372549,0.596078431372549,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/imu.STL,,IMU^l_BOT_URDF_renamed v3222(2)-1,Origin_b_imu,,b_imu,fixed,0.022459,-0.037253,0.013934,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
cell1,-0.216057895897108,0.102367582360347,0.0408194493855249,0,0,0,0.0499853466405161,1.86107615325504E-05,-8.63167978228236E-08,1.49335843962057E-17,2.02485573887598E-06,2.86959022521827E-15,1.86112107324855E-05,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/cell1.STL,0.894117647058823,0.596078431372549,0.596078431372549,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/cell1.STL,,CELL_3^l_BOT_URDF_renamed v3222(2)-1,Origin_b_cell1,,b_cell1,fixed,0.022459,-0.037253,0.013934,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
cell2,-0.244694104912287,0.160666796048793,-0.00618055061929485,0,0,0,0.0499853466405161,2.0244065389409E-06,3.53239426414076E-20,2.94496692564637E-15,1.86112107324855E-05,-1.81954433898578E-24,1.86112107324855E-05,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/cell2.STL,0.894117647058823,0.596078431372549,0.596078431372549,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/cell2.STL,,CELL_2^l_BOT_URDF_renamed v3222(2)-1,Origin_b_cell2,,b_cell2,fixed,0.022459,-0.037253,0.013934,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
cell3,0.0325,5.77030437320936E-12,-5.55111512312578E-17,0,0,0,0.0499853466405161,2.0244065389409E-06,-2.94495377364414E-15,3.32709575907461E-20,1.86112107324855E-05,5.89761258692036E-30,1.86112107324855E-05,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/cell3.STL,0.894117647058823,0.596078431372549,0.596078431372549,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/cell3.STL,,CELL_1^l_BOT_URDF_renamed v3222(2)-1,Origin_b_cell3,,b_cell3,fixed,-0.25473,-0.031072,0.088601,0,0,0,base_link,0,0,0,,,,,,,,,,,,
lipo,-0.258174830572919,0.263999232932751,-0.0477397920000414,0,0,0,0.349997884499999,0.00101233971442587,-1.58525796998738E-13,-9.71976093727736E-15,0.00011999094140275,9.71450148261008E-17,0.000955873389059873,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/lipo.STL,0.584313725490196,0.886274509803922,0.862745098039216,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/lipo.STL,,LIPO^l_BOT_URDF_renamed v3222(2)-1,Origin_b_lipo,,b_lipo,fixed,0.037867,-0.28825,0.083861,-3.1416,0,-1.5708,base_link,0,0,0,,,,,,,,,,,,
stepper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/stepper.STL,1,1,1,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/stepper.STL,,STEPPER^l_BOT_URDF_renamed v3222(2)-1,Origin_b_stepper,Axis_b_stepper,b_stepper,fixed,0.02245912256411,-0.037252733476543,0.013933825324675,1.5707963267949,0,0,base_link,0,0,0,,,,,,,,,,,,
coupling,0.0187928870292887,-4.51130799383748E-12,1.11632925126059E-12,0,0,0,0.0173973531530402,5.50419861200883E-07,5.23432129091989E-16,-1.29517740046508E-16,2.73088742482146E-06,-1.05879118406788E-22,2.73088742482146E-06,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/coupling.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/coupling.STL,,LIDAR_COUPLING.STEP-1,Origin_stepper_coupling,Axis19,stepper_coupling,fixed,-0.249087073494486,0.116064652177942,0.086789449389009,1.04348286316805,1.5707963267949,0,stepper,0,0,0,,,,,,,,,,,,
encoder,-0.281662073495908,0.116064652176566,0.0787894493947932,0,0,0,0.014820274858608,1.13745609539816E-06,-2.41028026723377E-24,-1.17759012896157E-16,1.13745609539816E-06,-1.1415158186984E-16,4.74248795475456E-07,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/encoder.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/encoder.STL,,ENCODER^l_BOT_URDF_renamed v3222(2)-1,Origin_base_encoder,Axis_base_encoder,base_encoder,fixed,0,0,0,0,0,0,stepper,0,0,0,,,,,,,,,,,,
flange,-2.89727963842523E-12,8.12960809781771E-13,0.0121683891910854,0,0,0,0.0165181718451683,2.60100400176592E-06,1.16467030247466E-21,5.67715005828052E-17,2.60100400176591E-06,-1.59137364211649E-17,2.36255703355926E-06,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/flange.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/flange.STL,,FLANGE_COUPLING^l_BOT_URDF_renamed v3222(2)-1,Origin_stepper_flange,Axis19,stepper_flange,fixed,-0.249087073493953,0.116064652178459,0.089789449389011,0,0,-2.09810979042174,stepper,0,0,0,,,,,,,,,,,,
lidarmount,-0.248417640178586,0.114901144072785,0.129500474382065,0,0,0,0.0199629448785172,9.39303887306311E-06,-1.33283097034482E-06,-5.30309944712714E-08,1.09426569942533E-05,9.21599795339679E-08,6.50210639694934E-06,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/lidarmount.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/lidarmount.STL,,LIDAR_MOUNT^l_BOT_URDF_renamed v3222(2)-1,Origin_flange_lidarmount,Axis_flange_lidarmount,flange_lidarmount,fixed,0.249087073531278,-0.116064652169004,-0.089789449297696,0,0,0,flange,0,0,0,,,,,,,,,,,,
lidar,-0.256143174670221,0.128328561810156,0.14345244942321,0,0,0,0.109998847496628,4.0231881115603E-05,-7.76004986838735E-06,-7.63879542937492E-12,4.9254160963906E-05,-4.39578995198305E-12,3.57666305415586E-05,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/lidar.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://l_BOT_URDF_renamed v3222(2)/meshes/lidar.STL,,LIDAR^l_BOT_URDF_renamed v3222(2)-1,Origin_lidarmount_lidar,Axis_lidarmount_lidar,lidarmount_lidar,fixed,0,0,0,0,0,0,lidarmount,0,0,0,,,,,,,,,,,,
