Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
servo22,-0.364027031922669,0.221609020500305,0.0194140520671123,0,0,0,0.0328373418660146,8.91392891208005E-06,-2.9688724401605E-06,2.48695119849567E-07,8.98362999447983E-06,2.45792509417182E-07,8.26690043512454E-06,0,0,0,0,0,0,package://reccobot_description/meshes/servo22.STL,0.643137254901961,0.588235294117647,0.894117647058823,1,0,0,0,0,0,0,package://reccobot_description/meshes/servo22.STL,,SERVO_2_2^reccobot_description-1,Origin_coxa2l_servo2l2,,coxa2l_servo2l,fixed,0.32962,-0.17788,-0.00115,0,0,0.002602,coxa2l,0,0,0,,,,,,,,,,,,
femur2l,-0.0354343003421015,0.0279697703671011,-0.000197862210528851,0,0,0,0.0192528114858659,1.48542313056443E-05,1.03179957500865E-06,1.09103927008919E-07,1.41644334268148E-05,-5.45045782090742E-08,2.80037820959128E-05,0,0,0,0,0,0,package://reccobot_description/meshes/femur2l.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://reccobot_description/meshes/femur2l.STL,,LEG_2_2^reccobot_description-1,Origin_femur2j2,Axis_femur2j,femur2j,revolute,-0.36437,0.22127,0.0099194,0.006709,0.0066652,-0.0025797,servo22,0.70941,0.70479,0,4,5.2,-1.57,1.5,,,0.1,0.05,1.4,-1.4,80,1
servo23,-0.00573943365860688,0.00736325444199537,-1.9892851393262E-05,0,0,0,0.0241727614204212,4.85376814165641E-06,2.48640584019119E-07,-5.91911876257097E-09,5.92686151814361E-06,4.34984316824873E-09,8.53500115708355E-06,0,0,0,0,0,0,package://reccobot_description/meshes/servo23.STL,0.643137254901961,0.588235294117647,0.894117647058823,1,0,0,0,0,0,0,package://reccobot_description/meshes/servo23.STL,,SERVO_2_3^reccobot_description-1,Origin_tibia2j2,Axis_tibia2j2,tibia2j,revolute,-0.063431,0.063847,0,0.010613,0.010489,0.0026577,femur2l,0.71124,0.70294,0,1,6,-1.57,1.57,,,0.05,0.02,1.57,-1.57,30,0.5
tibia2l,-0.465322797606374,0.298108957138989,0.00402166501611856,0,0,0,0.0203799805545255,1.67743481145259E-05,1.06772013679818E-05,-2.53160639755251E-06,1.34347166284829E-05,1.93830138263256E-06,2.55169551452292E-05,0,0,0,0,0,0,package://reccobot_description/meshes/tibia2l.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://reccobot_description/meshes/tibia2l.STL,,LEG_2_3^reccobot_description-1,Origin_servo23_tibia2j2,,servo23_tibia2j,fixed,0.43771,-0.28536,0.0016775,0,0,-0.002602,servo23,0,0,0,,,,,,,,,,,,
feet2,-0.00469227252125851,0.00381160986770518,-0.00520049499209307,0,0,0,0.00307983009444251,1.75255802828977E-07,-3.15913836042488E-08,6.2591920075703E-09,1.75669046280165E-07,-6.29889609442229E-09,2.05025370595101E-07,0,0,0,0,0,0,package://reccobot_description/meshes/feet2.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://reccobot_description/meshes/feet2.STL,,FEET_2^reccobot_description-1,Origin_feet2j2,Axis_feet2j2,feet2j,revolute,-0.51952,0.35922,-0.025128,-0.026829,-0.026644,0.00035747,tibia2l,0.70941,0.70479,0,0,10,-0.785,0.785,,,0.2,0.05,0.7,-0.7,5,0.1
servo31,-0.322559768578556,0.172301038422271,0.0251678185355064,0,0,0,0.0240984569067207,6.83203605327443E-06,1.68294919971701E-06,3.92275637109243E-07,6.79866833186458E-06,-3.96179643711421E-07,5.61091494064439E-06,0,0,0,0,0,0,package://reccobot_description/meshes/servo31.STL,0.643137254901961,0.588235294117647,0.894117647058823,1,0,0,0,0,0,0,package://reccobot_description/meshes/servo31.STL,,SERVO_3_1^reccobot_description-1,Origin_base_servo312,,base_servo31,fixed,0.022459,-0.037253,0.013934,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
coxa3l,-0.0317835313989139,0.023129925258272,0.0184727579065642,0,0,0,0.0210998935981904,1.77344718470842E-05,3.48878891820263E-06,-1.73447234745314E-07,2.13052910445637E-05,3.93407874910201E-07,1.11184033420276E-05,0,0,0,0,0,0,package://reccobot_description/meshes/coxa3l.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://reccobot_description/meshes/coxa3l.STL,,LEG_3_1^reccobot_description-1,Origin_coxa3j2,Axis_coxa3j2,coxa3j,revolute,-0.32905,0.17885,0,0,0,-0.017716,servo31,0,0,1,1,6,-1.57,1.57,,,0.05,0.02,1.4,-1.4,30,0.5
servo32,-0.36402703192144,0.221609020505428,0.0194140519891027,0,0,0,0.0328373418613514,8.91392891132649E-06,-2.96887244001044E-06,2.48695121742583E-07,8.98362999292879E-06,2.45792508030005E-07,8.26690043437844E-06,0,0,0,0,0,0,package://reccobot_description/meshes/servo32.STL,0.643137254901961,0.588235294117647,0.894117647058823,1,0,0,0,0,0,0,package://reccobot_description/meshes/servo32.STL,,SERVO_3_2^reccobot_description-1,Origin_coxa3l_servo322,,coxa3l_servo32,fixed,0.3296,-0.17792,5E-05,0,0,0.002602,coxa3l,0,0,0,,,,,,,,,,,,
femur3l,-0.0966035303352529,-0.0328010961033038,-0.000197854361006805,0,0,0,0.0192528164541752,1.48542336537032E-05,1.03179934602758E-06,1.09104984055704E-07,1.41644323944253E-05,-5.45034950054486E-08,2.80037825385083E-05,0,0,0,0,0,0,package://reccobot_description/meshes/femur3l.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://reccobot_description/meshes/femur3l.STL,,LEG_3_2^reccobot_description-1,Origin_femur3j2,Axis_femur3j2,femur3j,revolute,-0.30304,0.28189,0.0099194,0,0,-0.002602,servo32,0.70941,0.70479,0,4,5.2,-1.57,1.57,,,0.1,0.05,1.4,-1.4,80,1
servo33,-0.0349610352240036,-0.0215173445743047,-1.98926531113364E-05,0,0,0,0.0241727529161616,4.85376649444644E-06,2.4863949506395E-07,-5.91841932511845E-09,5.92686003439328E-06,4.34910640051633E-09,8.53499867937074E-06,0,0,0,0,0,0,package://reccobot_description/meshes/servo33.STL,0.643137254901961,0.588235294117647,0.894117647058823,1,0,0,0,0,0,0,package://reccobot_description/meshes/servo33.STL,,SERVO_3_3^reccobot_description-1,Origin_tibia3j2,Axis_tibia3j2,tibia3j,revolute,-0.095454,0.032033,0,0.010315,0.010194,0.0026546,femur3l,0.71124,0.70294,0,1,6,-1.57,1.57,,,0.05,0.02,1.4,-1.4,30,0.5
tibia3l,-0.455068888121498,0.298635968504784,0.015623886049526,0,0,0,0.0203799763971176,1.67743465428212E-05,1.06772005244593E-05,-2.53160593190296E-06,1.34347154389895E-05,1.93830131307768E-06,2.55169524749023E-05,0,0,0,0,0,0,package://reccobot_description/meshes/tibia3l.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://reccobot_description/meshes/tibia3l.STL,,LEG_3_3^reccobot_description-1,Origin_servo33_tibia3l2,,servo33_tibia3l,fixed,0.39824,-0.31476,-0.0085515,-0.001929,-0.0019164,-0.0026002,servo33,0,0,0,,,,,,,,,,,,
